iter	F1	Logloss
882	0.9965370003	0.07227503116
883	0.9965370003	0.07227262123
884	0.9965370003	0.07215037051
885	0.9965370003	0.07206472492
886	0.9965370003	0.07195684467
887	0.9965370003	0.07185491391
888	0.9965370003	0.07185112491
889	0.9965370003	0.07182839008
890	0.9965370003	0.07180778709
891	0.9965370003	0.07169804781
892	0.9965370003	0.07161468121
893	0.9965370003	0.07158055203
894	0.9965370003	0.07142921835
895	0.9972113026	0.07136554919
896	0.9972113026	0.07112744031
897	0.9972113026	0.07101737196
898	0.9972113026	0.0709241905
899	0.9972113026	0.07088129731
900	0.9972113026	0.07085958765
901	0.9972113026	0.07068420456
902	0.9972113026	0.07058052911
903	0.9972113026	0.07047191677
904	0.9972113026	0.0704687358
905	0.9972113026	0.07045478441
906	0.9972113026	0.07044675926
907	0.9972113026	0.07041376862
908	0.9972113026	0.07036126859
909	0.9972113026	0.07026515189
910	0.9972113026	0.07018689155
911	0.9972113026	0.0701481324
912	0.9972113026	0.07003243217
913	0.9972113026	0.06998267157
914	0.9972113026	0.06993698045
915	0.9972113026	0.06988575956
916	0.9972113026	0.06983332679
917	0.9972113026	0.06964190544
918	0.9972113026	0.06955959882
919	0.9972113026	0.06935782785
920	0.9972113026	0.06923315939
921	0.9972113026	0.06906777422
922	0.9972113026	0.06904835081
923	0.9972113026	0.06890397487
924	0.9972113026	0.06876744847
925	0.9972113026	0.0687450133
926	0.9972113026	0.06874036826
927	0.9972113026	0.06870175505
928	0.9972113026	0.06854623341
929	0.9972113026	0.0684738599
930	0.9972113026	0.06839926437
931	0.9972113026	0.06834882603
932	0.9972113026	0.06816142255
933	0.9972113026	0.06806879168
934	0.9972113026	0.06803528729
935	0.9972113026	0.06790109419
936	0.9972113026	0.06778014612
937	0.9972113026	0.06772976027
938	0.9972113026	0.0677171079
939	0.9972113026	0.06765798836
940	0.9972113026	0.06751634795
941	0.9978846993	0.06738505409
942	0.9972113026	0.06735760365
943	0.9978846993	0.06729130149
944	0.9978846993	0.06728529221
945	0.9972113026	0.06716639781
946	0.9978846993	0.0671203081
947	0.9978846993	0.06706343391
948	0.9978846993	0.06698985517
949	0.9978846993	0.06694377892
950	0.9978846993	0.06687595123
951	0.9978846993	0.06679334185
952	0.9978846993	0.066753085
953	0.9978846993	0.06672874852
954	0.9978846993	0.06667556454
955	0.9978846993	0.06657069406
956	0.9978846993	0.06650058781
957	0.9978846993	0.06643301126
958	0.9978846993	0.06641915393
959	0.9978846993	0.06641222738
960	0.9978846993	0.06632551934
961	0.9978846993	0.06617524687
962	0.9978846993	0.06595338517
963	0.9978846993	0.0658817549
964	0.9978846993	0.06584311748
965	0.9978846993	0.06576877882
966	0.9978846993	0.06572079117
967	0.9978846993	0.0656911419
968	0.9978846993	0.06565651675
969	0.9978846993	0.06562948152
970	0.9978846993	0.06540453202
971	0.9978846993	0.06528016442
972	0.9978846993	0.06523813079
973	0.9978846993	0.06516517426
974	0.9978846993	0.06512647311
975	0.9978846993	0.06502742141
976	0.9978846993	0.06500019586
977	0.9978846993	0.06480614364
978	0.9978846993	0.06464077956
979	0.9978846993	0.06459456745
980	0.9978846993	0.06457910319
981	0.9978846993	0.06443885543
982	0.9978846993	0.06438559164
983	0.9978846993	0.06425610539
984	0.9978846993	0.06415359044
985	0.9978846993	0.06412042833
986	0.9978846993	0.06404462984
987	0.9978846993	0.06403703876
988	0.9978846993	0.06402308258
989	0.9978846993	0.06401954819
990	0.9978846993	0.06399220413
991	0.9978846993	0.06398440335
992	0.9978846993	0.06395117594
993	0.9978846993	0.06381867277
994	0.9978846993	0.06369698614
995	0.9978846993	0.06359927938
996	0.9978846993	0.06355438853
997	0.9978846993	0.06339368609
998	0.9978846993	0.0632812148
999	0.9978846993	0.06323532107
