iter	F1	Logloss
81	0.9080545886	0.3111911636
82	0.9094462552	0.3093848481
83	0.9129144806	0.308535327
84	0.9135995834	0.3078392698
85	0.9149728786	0.3066729936
86	0.9135057104	0.3050922006
87	0.9135292779	0.3045194705
88	0.9135292779	0.3035212898
89	0.9142182592	0.3029498524
90	0.9156199794	0.3022816402
91	0.9156199794	0.3012328155
92	0.9163111267	0.3002948812
93	0.9170033182	0.2994844553
94	0.9170033182	0.2993313754
95	0.9170033182	0.2982959017
96	0.9170033182	0.2970630893
97	0.9170219754	0.2958685312
98	0.9170219754	0.294646919
99	0.9170219754	0.2944298794
100	0.9177142492	0.2937894028
101	0.9177142492	0.2931023994
102	0.918407569	0.2922773533
103	0.918407569	0.2920499875
104	0.919117648	0.2907252057
105	0.9205350128	0.289528509
106	0.9205350128	0.2892007752
107	0.9205350128	0.2882808525
108	0.9205350128	0.2873243286
109	0.9205350128	0.2868569028
110	0.9205350128	0.2864684904
111	0.9219252751	0.2853332134
112	0.9226434268	0.2846289747
113	0.9233392363	0.2832642091
114	0.9233392363	0.282579701
115	0.9233392363	0.2816268548
116	0.9233392363	0.2806344706
117	0.9226434268	0.279754069
118	0.9226434268	0.2794796876
119	0.9233392363	0.278535504
120	0.9233392363	0.2778576495
121	0.9226434268	0.2771934027
122	0.9233392363	0.2767348088
123	0.9226327196	0.275707599
124	0.9226327196	0.2750733712
125	0.9219369866	0.2746671773
126	0.9240273406	0.2731284045
127	0.925426184	0.2724475553
128	0.9247262333	0.2714994241
129	0.925426184	0.2708818875
130	0.925426184	0.269498713
131	0.925432976	0.2684102061
132	0.926133001	0.2675848329
133	0.925426184	0.2666772529
134	0.9268388887	0.2661298124
135	0.926133001	0.2652884789
136	0.9268388887	0.2643687389
137	0.926133001	0.2636055191
138	0.926133001	0.2629652413
139	0.9268340857	0.2622339974
140	0.9282394444	0.261301617
141	0.9282394444	0.2608861402
142	0.9275362328	0.2603756057
143	0.9282394444	0.2599837537
144	0.9289437232	0.2590877491
145	0.9296490715	0.2582636313
146	0.9296490715	0.2580076631
147	0.9303553174	0.2574705243
148	0.9303553174	0.2567242276
149	0.9303553174	0.2563452187
150	0.929648242	0.2557971057
151	0.929648242	0.2549195484
152	0.929648242	0.2545484309
153	0.9303554918	0.2541774756
154	0.9303554918	0.2535982974
155	0.9310629864	0.2528987717
156	0.9310629864	0.2521795183
157	0.9310629864	0.2517105477
158	0.9324748233	0.2509248859
159	0.9324780115	0.2502864305
160	0.9331877304	0.2497475987
161	0.9324812088	0.2495323862
162	0.9338933174	0.2490997564
163	0.9345979716	0.2485415851
164	0.935301695	0.2479439137
165	0.935301695	0.2467517218
166	0.9360126925	0.2465346056
167	0.9374276939	0.2459677938
168	0.9360209189	0.245252297
169	0.9360209189	0.2447411386
170	0.9360209189	0.2444063451
171	0.9360209189	0.2442388932
172	0.9367340186	0.2437575726
173	0.9381521854	0.2426242317
174	0.9381521854	0.2423258979
175	0.9374482057	0.2418544901
176	0.9381409204	0.2414366158
177	0.938855233	0.2410139398
178	0.9381409204	0.2402489627
179	0.9381296873	0.2395993157
180	0.9374276939	0.2391674557
181	0.9388429759	0.2382343202
182	0.9395573501	0.237732318
183	0.9402728123	0.2373682892
184	0.9402585388	0.2366655137
185	0.9409740611	0.2360766975
186	0.9416743824	0.2352615219
187	0.9416743824	0.2348310796
188	0.9423910533	0.2341223758
189	0.9438276726	0.2335482526
190	0.9423910533	0.2328081261
191	0.943090507	0.2324625331
192	0.943090507	0.2315028801
193	0.943090507	0.2313109433
194	0.9424083776	0.2309837417
195	0.9431088158	0.2301924134
196	0.943090507	0.2296007279
197	0.9438276726	0.2291716026
198	0.9445272403	0.2284918843
199	0.9445272403	0.2284581234
200	0.9438276726	0.2280033049
201	0.9438470735	0.2269306964
202	0.9431271769	0.2266467031
203	0.9438083268	0.2260934911
204	0.9445272403	0.2258304371
205	0.9438083268	0.2255765616
206	0.9438083268	0.2253236839
207	0.9459683578	0.224775467
208	0.9459683578	0.2244880118
209	0.9452472498	0.2239058282
210	0.9466437184	0.2232374
211	0.9466437184	0.2227525505
212	0.9466437184	0.2222284062
213	0.9473649349	0.2215703462
214	0.9488106698	0.2212029262
215	0.9480872512	0.2204521339
216	0.9480872512	0.2198086258
217	0.9480872512	0.2191621332
218	0.9473649349	0.2188270426
219	0.9488106698	0.2181314755
220	0.9488106698	0.2176905011
221	0.9488106698	0.2173657168
222	0.9488106698	0.2169637194
223	0.9502322501	0.2165677136
224	0.9516847218	0.2161090343
225	0.9516847218	0.2158496631
226	0.9495076756	0.2152278392
227	0.9502322501	0.215135302
228	0.9495076756	0.2149480413
229	0.9487842052	0.2147909447
230	0.9508989179	0.2144000665
231	0.9523493722	0.2141206333
232	0.9523493722	0.2139987406
233	0.9508989179	0.2130151932
234	0.9508989179	0.2123696089
235	0.9516235924	0.2115655463
236	0.9516235924	0.2111388653
237	0.9523493722	0.2108263173
238	0.9523493722	0.2105091346
239	0.9530762599	0.2097093573
240	0.9538042581	0.2091522413
241	0.9538042581	0.2085934594
242	0.9538042581	0.2080851162
243	0.9538042581	0.2080519675
244	0.9538042581	0.207245129
245	0.9545333693	0.2066494002
246	0.9545681483	0.2059747805
247	0.9545681483	0.2052821386
248	0.9545681483	0.2046646686
249	0.9545681483	0.2045897562
250	0.9545681483	0.2042367821
251	0.9545681483	0.2034942821
252	0.9545681483	0.202876464
253	0.9545333693	0.2022008548
254	0.955227847	0.2018119009
255	0.9559949409	0.2013616432
256	0.9559949409	0.2009573442
257	0.9559949409	0.2003871837
258	0.9559949409	0.1996459263
259	0.9559949409	0.1990605914
260	0.9574220185	0.1983985671
261	0.9567274065	0.198062065
262	0.9567274065	0.1977455
263	0.9567274065	0.1973835338
264	0.9559949409	0.1968455973
265	0.9566895089	0.1963242225
266	0.9566895089	0.1957252892
267	0.9566895089	0.1951931334
268	0.9566895089	0.1945810848
269	0.9566895089	0.1942486897
270	0.9573831532	0.1939741265
271	0.9573831532	0.193617218
272	0.9580758759	0.1930548771
273	0.9580758759	0.1923340975
274	0.9581157063	0.191919186
275	0.9573443989	0.1916129174
276	0.9573443989	0.1915646457
277	0.9581157063	0.1909727321
278	0.9580758759	0.1907273139
279	0.9580758759	0.1902469366
280	0.9573443989	0.1899952295
281	0.9587676786	0.1891668325
282	0.9580361591	0.1887159905
283	0.9573443989	0.1883275273
284	0.958727002	0.1878012032
285	0.958727002	0.1875207371
286	0.958727002	0.1870242211
287	0.958727002	0.1869340605
288	0.958727002	0.1868320569
289	0.9594585633	0.1865636152
290	0.9594585633	0.1862015481
291	0.9601912419	0.1857192939
292	0.9615703443	0.1851216526
293	0.9615703443	0.1849957109
294	0.9615703443	0.1848233365
295	0.9623042214	0.1843341495
296	0.9623042214	0.184206639
297	0.9623042214	0.1835385858
298	0.9623042214	0.1827293844
299	0.9623042214	0.1826579806
300	0.9616150888	0.1818848336
301	0.9616150888	0.181452228
302	0.9616150888	0.1813407739
303	0.9629924398	0.1808655996
304	0.9623042214	0.1801369679
305	0.9630392194	0.1794741539
306	0.9630392194	0.1793339139
307	0.9630392194	0.1791422257
308	0.9637753411	0.1789093612
309	0.9616150888	0.1783758227
310	0.9623042214	0.1779631374
311	0.9623500487	0.1776239597
312	0.9623500487	0.1775291337
313	0.9623500487	0.1774056998
314	0.9630861328	0.1769830449
315	0.9630861328	0.1763733202
316	0.9645616844	0.1760462946
317	0.9645616844	0.1759613924
318	0.9645616844	0.1757407952
319	0.965301157	0.1750487954
320	0.9659904737	0.1746647107
321	0.9652509657	0.1744735612
322	0.9652509657	0.1743577292
323	0.9652509657	0.1738345665
324	0.9652509657	0.1735941591
325	0.9652509657	0.1731750118
326	0.9652509657	0.1729758371
327	0.9667311158	0.1725892758
328	0.9667311158	0.1716957108
329	0.9660417644	0.1714578617
330	0.9667311158	0.1713585146
331	0.9667311158	0.1710454839
332	0.9666788726	0.1708420265
333	0.9666788726	0.1708145736
334	0.9666788726	0.1706369723
335	0.9666788726	0.1701659492
336	0.9666788726	0.1699017917
337	0.9666788726	0.1693746606
338	0.9666788726	0.1691094149
339	0.9666788726	0.1687249866
340	0.9674195487	0.1684703258
341	0.9681613606	0.1680629907
342	0.9681613606	0.1674435089
343	0.9695918915	0.1670157381
344	0.9695918915	0.1669411339
345	0.9695918915	0.1665905226
346	0.9695918915	0.1662109332
347	0.97108128	0.1659553911
348	0.9718276914	0.1657580554
349	0.9703360142	0.1653444518
350	0.9703360142	0.1647092431
351	0.9703360142	0.1643263878
352	0.9724538121	0.1637579505
353	0.9724538121	0.1636098316
354	0.9724538121	0.1634686891
355	0.9724538121	0.1624717686
356	0.9732002807	0.1620011947
357	0.9732002807	0.1616783009
358	0.9732002807	0.1614773621
359	0.9732002807	0.160835666
360	0.9732002807	0.1605854897
361	0.9732002807	0.1604044382
362	0.9732002807	0.1602358345
363	0.9739478961	0.1597685862
364	0.9739478961	0.1593136332
365	0.9739478961	0.1589104563
366	0.9739478961	0.158759693
367	0.9746966611	0.1584387435
368	0.9739478961	0.1581477323
369	0.9739478961	0.1579237411
370	0.9739478961	0.1578173943
371	0.9732002807	0.1575702003
372	0.9732002807	0.1571875155
373	0.9732002807	0.1568542188
374	0.9732002807	0.1566514023
375	0.9739478961	0.1561654902
376	0.9739478961	0.1561430663
377	0.9739478961	0.1559664209
378	0.9746328441	0.1557106111
379	0.9753816351	0.1553620654
380	0.9753816351	0.1549256483
381	0.9761315775	0.1544994622
382	0.9761315775	0.1543597771
383	0.9761315775	0.1540922854
384	0.9761315775	0.153818217
385	0.9761315775	0.1537973268
386	0.9761315775	0.1534936835
387	0.9761315775	0.1532765047
388	0.9761315775	0.1530698987
389	0.9761315775	0.1527003275
390	0.9761315775	0.1523912301
391	0.9761315775	0.152196499
392	0.9761976502	0.1518764454
393	0.9761976502	0.1517172916
394	0.9769498796	0.1514168263
395	0.9769498796	0.1509226071
396	0.9769498796	0.1507141267
397	0.9769498796	0.150420916
398	0.9769498796	0.1499379735
399	0.9769498796	0.1497923889
400	0.9769498796	0.1492375514
401	0.9769498796	0.1490421029
402	0.9769498796	0.1489099332
403	0.9769498796	0.1485094311
404	0.9777032693	0.1479923536
405	0.9777032693	0.1478792857
406	0.97838834	0.1475102636
407	0.97838834	0.1471436969
408	0.97838834	0.146926146
409	0.9790724931	0.1467544887
410	0.9790724931	0.1465754797
411	0.9790724931	0.1464963853
412	0.9790724931	0.1462157754
413	0.9790724931	0.146083165
414	0.9790724931	0.1458838346
415	0.9790724931	0.1456271056
416	0.9790724931	0.1452249046
417	0.9790724931	0.1448688831
418	0.9798270896	0.1446503731
419	0.9798270896	0.1444120735
420	0.9798270896	0.1441230024
421	0.9798270896	0.1433530059
422	0.9798270896	0.1432649333
423	0.9798270896	0.143051353
424	0.9798270896	0.1428618794
425	0.9798270896	0.1424080682
426	0.9805828501	0.1421735872
427	0.9805828501	0.1419955944
428	0.9805828501	0.1415345521
429	0.9805828501	0.1411542331
430	0.9805828501	0.1407625468
431	0.9805828501	0.1406078999
432	0.9805828501	0.1403077471
433	0.9805828501	0.1401096465
434	0.9805828501	0.139912543
435	0.9805828501	0.1395928888
436	0.9805828501	0.1393947902
437	0.9805828501	0.1393707026
438	0.9805828501	0.1390132455
439	0.9805828501	0.138940237
440	0.982023075	0.1386257267
441	0.9813397773	0.1383743814
442	0.9813397773	0.1382349371
443	0.9812661284	0.1379713528
444	0.982023075	0.1377618732
445	0.982023075	0.1374838576
446	0.982023075	0.1372653854
447	0.982023075	0.1369596511
448	0.982023075	0.1367923039
449	0.982023075	0.1367341494
450	0.982023075	0.1365280235
451	0.982023075	0.1363799809
452	0.982023075	0.136185172
453	0.982023075	0.1360167737
454	0.982023075	0.1356423058
455	0.9827054567	0.1352548298
456	0.9827054567	0.1349548066
457	0.9827054567	0.1346163445
458	0.9827054567	0.1344809197
459	0.9827054567	0.1343537993
460	0.9827054567	0.1341836126
461	0.9827054567	0.1339227076
462	0.9827054567	0.1337443567
463	0.9827054567	0.133642204
464	0.9827054567	0.1334976722
465	0.9827054567	0.1334584775
466	0.9827054567	0.1332178221
467	0.9827054567	0.1329605257
468	0.9827054567	0.1327432754
469	0.9827054567	0.1324181019
470	0.9827054567	0.132165587
471	0.9827054567	0.1316668954
472	0.982023075	0.131063749
473	0.982023075	0.1310425441
474	0.982023075	0.130880093
475	0.982023075	0.1305511572
476	0.982023075	0.1303864023
477	0.982023075	0.130228275
478	0.982023075	0.1301006435
479	0.982023075	0.129914814
480	0.982023075	0.129795229
481	0.982023075	0.1297543002
482	0.982023075	0.1295012032
483	0.982023075	0.1291881416
484	0.982023075	0.1289814379
485	0.982023075	0.1288390425
486	0.982023075	0.1286080953
487	0.982023075	0.1283862343
488	0.982023075	0.1281341673
489	0.982023075	0.1280878686
490	0.982023075	0.1279055357
491	0.982023075	0.1278719434
492	0.982023075	0.127539801
493	0.982023075	0.1273937491
494	0.9827811904	0.1271758126
495	0.9827811904	0.1270226874
496	0.9827811904	0.1265979165
497	0.9827811904	0.1262629104
498	0.9827811904	0.1261692604
499	0.9827811904	0.1258772343
500	0.9827811904	0.1255076497
501	0.9827811904	0.1251008049
502	0.9827811904	0.1248116188
503	0.9827811904	0.1244515191
504	0.9827811904	0.1243178921
505	0.9827811904	0.124117887
506	0.9827811904	0.1239992551
507	0.9827811904	0.1238804713
508	0.9827811904	0.1237830431
509	0.9827811904	0.1236578768
510	0.9834635899	0.1234335059
511	0.9834635899	0.1233077634
512	0.9834635899	0.123099415
513	0.9834635899	0.1227669037
514	0.9834635899	0.1225197204
515	0.9842228937	0.1222422535
516	0.9842228937	0.1220603952
517	0.9849043947	0.1216412972
518	0.9849043947	0.1214417121
519	0.9849043947	0.1212196286
520	0.9849043947	0.1210093894
521	0.9849043947	0.1209065348
522	0.9849043947	0.1207899614
523	0.9849043947	0.120520529
524	0.9849043947	0.1203370117
525	0.9849043947	0.1201760251
526	0.9849043947	0.1199179798
527	0.9849043947	0.119705192
528	0.9849043947	0.1194754023
529	0.9849043947	0.1190370812
530	0.9849043947	0.1189671807
531	0.9841450744	0.1187159255
532	0.9841450744	0.1184311516
533	0.9841450744	0.1183602262
534	0.9841450744	0.1183363442
535	0.9841450744	0.1180049986
536	0.9841450744	0.1177576964
537	0.9841450744	0.1176515141
538	0.9841450744	0.1174586562
539	0.9841450744	0.1173256703
540	0.9841450744	0.1171104689
541	0.9841450744	0.1169028861
542	0.9841450744	0.1166077383
543	0.9841450744	0.1164018036
544	0.9841450744	0.116368559
545	0.9841450744	0.1163108754
546	0.9841450744	0.116065926
547	0.9841450744	0.115934732
548	0.9849043947	0.11575154
549	0.9849043947	0.1154320276
550	0.9849043947	0.1153634913
551	0.9849043947	0.11520444
552	0.9855849817	0.1149016659
553	0.9849043947	0.1147395552
554	0.9849043947	0.114642962
555	0.9849043947	0.1145556211
556	0.9849043947	0.11443225
557	0.9849043947	0.1143181758
558	0.9849043947	0.1142389191
559	0.9855849817	0.113904437
560	0.9855849817	0.1138749084
561	0.9863454895	0.1138039634
562	0.9863454895	0.1136599669
563	0.9863454895	0.1135470423
564	0.9863454895	0.1134505265
565	0.9863454895	0.1133631682
566	0.9863454895	0.1131187713
567	0.9855849817	0.112883974
568	0.9855849817	0.1126987842
569	0.9863454895	0.1124635143
570	0.9870251787	0.1124010279
571	0.9870251787	0.1122940567
572	0.9870251787	0.1121669636
573	0.9870251787	0.1120835023
574	0.9870251787	0.1118698665
575	0.9870251787	0.1114884231
576	0.9870251787	0.1112647885
577	0.9870251787	0.1111475688
578	0.9870251787	0.1110006984
579	0.9870251787	0.1109875673
580	0.9870251787	0.1109645877
581	0.9870251787	0.1108916148
582	0.9870251787	0.1107577918
583	0.9870251787	0.1104154453
584	0.9870251787	0.1102587258
585	0.9870251787	0.1101421404
586	0.9877868744	0.109831073
587	0.9877868744	0.1093889362
588	0.9877868744	0.109121415
589	0.9877868744	0.1089645126
590	0.9877868744	0.10882355
591	0.9877868744	0.1085171497
592	0.9877868744	0.1082254755
593	0.9885497466	0.1080182971
594	0.9885497466	0.1079222495
595	0.9871071718	0.1075868384
596	0.9871071718	0.1073612172
597	0.9863454895	0.1070373857
598	0.9863454895	0.1069288606
599	0.9863454895	0.106640984
600	0.9863454895	0.1064751476
601	0.9863454895	0.1063805789
602	0.9863454895	0.1061258575
603	0.9863454895	0.1058879157
604	0.9863454895	0.1056791534
605	0.9871071718	0.1054566985
606	0.9877868744	0.1053955584
607	0.9877868744	0.1052497227
608	0.9885497466	0.1046979615
609	0.9885497466	0.1044470552
610	0.9885497466	0.1043678545
611	0.9885497466	0.1043580337
612	0.9885497466	0.1042812196
613	0.9900790315	0.1041124788
614	0.9893137981	0.1040245646
615	0.9893137981	0.1039300719
616	0.9893137981	0.1037255065
617	0.9899926121	0.1035747645
618	0.9907578559	0.1034650951
619	0.9899926121	0.1032694967
620	0.9907578559	0.1030134866
621	0.9907578559	0.1029884694
622	0.9899926121	0.1027071832
623	0.9899926121	0.1025991037
624	0.9899926121	0.1024170679
625	0.9907578559	0.1020965597
626	0.9907578559	0.1020604558
627	0.9907578559	0.1018554673
628	0.9907578559	0.1016205399
629	0.9907578559	0.1013975604
630	0.9907578559	0.1013273244
631	0.9907578559	0.1012407192
632	0.9907578559	0.1009729071
633	0.9907578559	0.1007821145
634	0.9907578559	0.1006512261
635	0.9899926121	0.1005402566
636	0.9907578559	0.1003484244
637	0.9907578559	0.1002305377
638	0.9907578559	0.1001208969
639	0.9907578559	0.1000310749
640	0.9907578559	0.09988075927
641	0.9907578559	0.09970308326
642	0.9907578559	0.09950557192
643	0.9907578559	0.09945259225
644	0.9899926121	0.09917277804
645	0.9899926121	0.09910053862
646	0.9899926121	0.09886053748
647	0.9899926121	0.09873423386
648	0.9899926121	0.09861446168
649	0.9899926121	0.09845316527
650	0.9899926121	0.09840364569
651	0.9899926121	0.09826993293
652	0.9899926121	0.0980902477
653	0.9899926121	0.09797896561
654	0.9899926121	0.09790232059
655	0.9899926121	0.09786419879
656	0.9899926121	0.09780702285
657	0.9899926121	0.09759590799
658	0.9899926121	0.09746824649
659	0.9899926121	0.09735510183
660	0.9899926121	0.09723846509
661	0.9907578559	0.09701104952
662	0.9907578559	0.09679261872
663	0.9907578559	0.09678155618
664	0.9907578559	0.09673764911
665	0.9907578559	0.09659719044
666	0.9907578559	0.09650064043
667	0.9907578559	0.09627279039
668	0.9914357683	0.09607626183
669	0.9914357683	0.09606863221
670	0.9914357683	0.09596402911
671	0.9914357683	0.09595774737
672	0.9914357683	0.09583249589
673	0.9914357683	0.09568047854
674	0.9914357683	0.09563224792
675	0.9914357683	0.09554078687
676	0.9914357683	0.09547890557
677	0.9914357683	0.09543213046
678	0.9914357683	0.09528823628
679	0.9914357683	0.0951416958
680	0.9914357683	0.09507545074
681	0.9914357683	0.0949863458
682	0.9914357683	0.09470209344
683	0.9914357683	0.09457464503
684	0.9914357683	0.09445848867
685	0.9914357683	0.09439132727
686	0.9914357683	0.09438682603
687	0.9914357683	0.09430886124
688	0.9914357683	0.09398446317
689	0.9914357683	0.09393552509
690	0.9921127707	0.09347072875
691	0.9921127707	0.0934075321
692	0.9921127707	0.09329228824
693	0.9921127707	0.09310648399
694	0.9921127707	0.09295732083
695	0.9921127707	0.09271321496
696	0.9921127707	0.09256535105
697	0.9921127707	0.09225670899
698	0.9921127707	0.09208772013
699	0.9921127707	0.09193555918
700	0.9921127707	0.09183016973
701	0.9921127707	0.09178789585
702	0.9921127707	0.09164526524
703	0.9921127707	0.09160869223
704	0.9921127707	0.09147682034
705	0.9921127707	0.09127585868
706	0.9921127707	0.09109367287
707	0.9921127707	0.09100300122
708	0.9921127707	0.09091943628
709	0.9921127707	0.09079806775
710	0.9921127707	0.0907245361
711	0.9921127707	0.09063365055
712	0.9921127707	0.09058777017
713	0.9921127707	0.09054898523
714	0.9921127707	0.09048175504
715	0.9921127707	0.09039352315
716	0.9921127707	0.09033310694
717	0.9921127707	0.0902349559
718	0.9921127707	0.09021723525
719	0.9921127707	0.0900188474
720	0.9921127707	0.08995245116
721	0.9921127707	0.08979634383
722	0.9921127707	0.08976178682
723	0.9921127707	0.08965279542
724	0.9921127707	0.08938163142
725	0.9921127707	0.0892341977
726	0.9921127707	0.08903768486
727	0.9921127707	0.08893301398
728	0.9921127707	0.08889970464
729	0.9921127707	0.08881247392
730	0.9921127707	0.08874498935
731	0.9921127707	0.08874495905
732	0.9921127707	0.08873212789
733	0.9921127707	0.08872689805
734	0.9921127707	0.08860738037
735	0.9921127707	0.08858370507
736	0.9921127707	0.08844417079
737	0.9921127707	0.08836577887
738	0.9921127707	0.08826547631
739	0.9921127707	0.08821050634
740	0.9921127707	0.08791207194
741	0.9921127707	0.08766935007
742	0.9921127707	0.08763193237
743	0.9921127707	0.08739478378
744	0.9921127707	0.08722940961
745	0.9927888647	0.08709972593
746	0.9927888647	0.08700922564
747	0.9927888647	0.08688609824
748	0.9927888647	0.08682099233
749	0.9921127707	0.08661498098
750	0.9927888647	0.0864539173
751	0.9935553169	0.08619539253
752	0.9935553169	0.08612881719
753	0.9935553169	0.08608106019
754	0.9935553169	0.0859975746
755	0.9935553169	0.08585948216
756	0.9935553169	0.08565906826
757	0.9935553169	0.08551634201
758	0.9935553169	0.08545758209
759	0.9928792154	0.08520046498
760	0.9928792154	0.0851288979
761	0.9928792154	0.08508329313
762	0.9928792154	0.08500068158
763	0.9928792154	0.08491033076
764	0.9928792154	0.08490610073
765	0.9928792154	0.08480690581
766	0.9928792154	0.08473195998
767	0.9928792154	0.08465419296
768	0.9928792154	0.08461649868
769	0.9928792154	0.08443936239
770	0.9928792154	0.08439204337
771	0.9928792154	0.08427417251
772	0.9928792154	0.08421534369
773	0.9928792154	0.08408403679
774	0.9928792154	0.08397545943
775	0.9928792154	0.08395592215
776	0.9928792154	0.08384958502
777	0.9928792154	0.08384453431
778	0.9928792154	0.08380601228
779	0.9928792154	0.08373013132
780	0.9928792154	0.08372512468
781	0.9928792154	0.08361944731
782	0.9928792154	0.08342576428
783	0.9928792154	0.08335849185
784	0.9928792154	0.08327306212
785	0.9928792154	0.08318445893
786	0.9928792154	0.08306712015
787	0.9928792154	0.08288002003
788	0.9928792154	0.08271235572
789	0.9928792154	0.08258188649
790	0.9936468453	0.08253768155
791	0.9936468453	0.08250024073
792	0.9928792154	0.08234783568
793	0.9943229535	0.08208506913
794	0.9943229535	0.08200345159
795	0.9943229535	0.08187230752
796	0.9943229535	0.08179429334
797	0.9943229535	0.08169959849
798	0.9943229535	0.08159060302
799	0.9943229535	0.08138607621
800	0.9943229535	0.08117126292
801	0.9943229535	0.08101524618
802	0.9943229535	0.08091610114
803	0.9943229535	0.08082814513
804	0.9943229535	0.08072350422
805	0.9943229535	0.08063000673
806	0.9943229535	0.08048291956
807	0.9943229535	0.08028979662
808	0.9943229535	0.08019387975
809	0.9935553169	0.08002393081
810	0.9935553169	0.07985956854
811	0.9935553169	0.07983781843
812	0.9935553169	0.07981407389
813	0.9935553169	0.07972626023
814	0.9935553169	0.07963582565
815	0.9935553169	0.07958215905
816	0.9935553169	0.07948504856
817	0.9942305113	0.07935223104
818	0.9942305113	0.07927515005
819	0.9942305113	0.07919143282
820	0.9942305113	0.07901427022
821	0.9949981537	0.07893430432
822	0.9949981537	0.07879295059
823	0.9949981537	0.07852113383
824	0.9957669825	0.07837280616
825	0.9957669825	0.0781750208
826	0.9957669825	0.07813920036
827	0.9957669825	0.07805620418
828	0.9957669825	0.07789995735
829	0.9957669825	0.07782999925
830	0.9957669825	0.07778320039
831	0.9957669825	0.07770708441
832	0.9957669825	0.07765222216
833	0.9957669825	0.07759619097
834	0.9957669825	0.077410407
835	0.9957669825	0.07738799773
836	0.9957669825	0.07721405537
837	0.9957669825	0.07715994734
838	0.9957669825	0.07707614973
839	0.9957669825	0.07696231504
840	0.9957669825	0.07679411168
841	0.9957669825	0.07676874833
842	0.9957669825	0.07668562565
843	0.9957669825	0.07659633279
844	0.9957669825	0.07650649509
845	0.9957669825	0.07640036583
846	0.9957669825	0.07633414502
847	0.9957669825	0.07622302127
848	0.9957669825	0.07600196415
849	0.9957669825	0.07596026265
850	0.9957669825	0.07592477986
851	0.9957669825	0.07580979133
852	0.9957669825	0.07565682665
853	0.9957669825	0.07549789688
854	0.9957669825	0.0751681331
855	0.9957669825	0.07506231945
856	0.9957669825	0.07503203599
857	0.9957669825	0.07482197512
858	0.9957669825	0.07472252763
859	0.9957669825	0.07466669552
860	0.9957669825	0.07457090372
861	0.9957669825	0.07444370704
862	0.9957669825	0.07429163614
863	0.9964412812	0.07422497222
864	0.9964412812	0.07406255602
865	0.9964412812	0.07403046019
866	0.9972113026	0.0738624548
867	0.9972113026	0.07379805529
868	0.9972113026	0.07368985645
869	0.9972113026	0.07360259451
870	0.9972113026	0.07348179691
871	0.9972113026	0.07343990634
872	0.9972113026	0.07333336659
873	0.9972113026	0.07328656119
874	0.9972113026	0.0731930529
875	0.9972113026	0.07310856837
876	0.9972113026	0.07301428741
877	0.9972113026	0.07285155048
878	0.9972113026	0.07274354303
879	0.9972113026	0.07266441271
880	0.9972113026	0.07258359541
881	0.9972113026	0.07235000949
